trial_nr,protocol,article_id,title,web_url,protocol_published_original_column,study_type_pilot,pooled_analysis,post_hoc_secondary_analysis,discipline,continent,sample_size,cci_mismatch_analysis,cd_cci_reported_in_results,cci_modification,specification_of_modification,primary_outcome_significant,statistically_significant_difference_for_cci,between_group_difference_of_cci_12,between_group_difference_of_cci,mean_or_median_used,significance_considered,conclusion_of_authors,protocol_published,study_must_be_excluded,exclusion_reason,comments,comments_2,doi,publication_year,cci_ep,cci_1st_ep,cci_2nd_ep,cci_expl_ep,ss_calculation,cci_used_for_ss_calculation,specification_of_ss_calculation,study_type_mentioned,type_of_study_sup_non_inf,non_inf_margin,definition_of_non_inf_margin
NCT01278472,Publication,6010,"Cosmesis and body image in patients undergoing single-port versus conventional laparoscopic cholecystectomy: A multicenter double-blinded randomized controlled trial (SPOCC-trial)
","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84954348586&doi=10.1097%2fSLA.0000000000001474&partnerID=40&md5=420f3746b57d04553f2587506fd1c27b
",NA,Not pilot study,No,No,Abdominal Surgery,Europe,110,NA,NA,Yes,"@ CCI: ""The mean Comprehensive Complication Index (CCI) of the highest complication grade was low and similar [mean 3.2 (7.3) for SPLC and 2.5 (5.1) for 4PLC, P = 0.855, CCI: min 0, max 100] between the groups."" - sollte doch von allen Komplikations sein?                     @CD: in Tabelle 0-IIIa aufgelistet, dann fehlen um auf die Gesamtsumme zu kommen aber zwei Pat.",Yes,No,No,0.7,Mean,NA,NA,Protocol published,No,NA,NA,NA,10.1097/SLA.0000000000001474,2015,CCI non-primary endpoint,No,Yes,No,Yes,No,"A clinically relevant improvement of cosmesis and body image12 was defined as an improvement of 20% (8 points). Given the reported standard deviation (SD) between 4 and 613 with an alpha of 0.05 and power of 0.90, 2 groups of 49 patients were needed. Taking an estimated 10% dropout rate into consideration, a total of 110 patients were required",Yes,Superiority trial (explicited),NA,NA
NCT01884948,Publication,6257,"Perioperative omega-3 fatty acids fail to confer protection in liver surgery: Results of a multicentric, double-blind, randomized controlled trial
","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85076852575&doi=10.1016%2fj.jhep.2019.10.004&partnerID=40&md5=028e21db45b1dd3036b2ea5bf5b5a7c0
",NA,Not pilot study,No,No,Abdominal Surgery,Europe,261,NA,Yes,No,na,No,No,No,3,Mean,NA,Neutral,Protocol published,No,NA, ,NA,10.1016/j.jhep.2019.10.004,2020,CCI primary endpoint,Yes,No,No,Yes,Yes,"Based on an expected mean of CCI of 17 and 65% of total complications in patients undergoing hepatectomy (cohort of the University Hospital Zurich) we assumed that perioperative continuous i.v. administration of Omegaven may decrease the CCI and/or total complications by 30% (α: 0.05, Power (1-β): 0.8, 2-sided test). A 30% reduction of complications and CCI was agreed to be a clinically relevant endpoint. Considering a putative dropout rate of 10%, we determined that a sample size of 129 patients per randomized group (total: n = 258) would be required. An interim analysis for safety was scheduled after 60 cases. ",No,Not mentioned,NA,NA
NCT02652637,Publication,7035,"Mechanical and oral antibiotic bowel preparation versus no bowel preparation for elective colectomy (MOBILE): a multicentre, randomised, parallel, single-blinded trial
","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85070235360&doi=10.1016%2fS0140-6736%2819%2931269-3&partnerID=40&md5=fbebce401ef6d44daba7e989300b2875
",NA,Not pilot study,No,No,Abdominal Surgery,Europe,417,NA,NA,No,NA,No,NA,NA,NA,NA,NA,NA,"No protocol,registry",No,NA,NA,NA,10.1016/S0140-6736(19)31269-3,2019,CCI non-primary endpoint,No,Yes,No,Yes,No,"Retrospective studies have shown that the prevalence of SSIs varied from 3·2% to 8·6% in patients undergoing MOABP and from 9·0% to 16·8% in patients with NBP.9, 10, 11, 12 On the basis of these figures, we aimed to show an 8% absolute difference in occurrence of SSIs, and estimated that SSIs would occur in 5% of patients undergoing MOABP, and 13% of patients with NBP. With a power of 80% and significance at 5%, 396 patients would be needed to show this difference. The sample size was adjusted for a possible 5% loss, yielding a final sample size of 415 patients.",Yes,Superiority trial (explicited),NA,NA
NCT01362127,Publication,7207,"Morbidity and mortality after surgery for cancer of the oesophagus and gastro-oesophageal junction: A randomized clinical trial of neoadjuvant chemotherapy vs. neoadjuvant chemoradiation
","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84930763270&doi=10.1016%2fj.ejso.2015.03.226&partnerID=40&md5=3e9edf5c94fd294af9aa218fb69cace1
",NA,Not pilot study,No,No,Abdominal Surgery,Europe,181,NA,NA,No,na,Yes,Yes,No,10,Mean,NA,NA,"No protocol,registry",No,NA,primary outcome not reported,NA,10.1016/j.ejso.2015.03.226,2015,CCI non-primary endpoint,No,Yes,No,Yes,No,"The study was planned to include a sample size of 180 randomized patients, with the intention of showing a difference in complete histological response between 20% and 35%, with a power of 80%. Histological response data will be presented in a separate publication. Data were analysed according to the intention-to-treat principle. Comparisons between the two groups were done with the Chi-square test and Fisher's exact test. Logistic regression was used to compare various complication rates between the two groups, while controlling for potential confounding effects of covariates (age, gender, WHO performance grade, T-stage, tumour location). STATA/IC 13.1 software was used for all statistical analyses.",No,Not mentioned,NA,NA
NCT02560662,Publication,8597,"Recovery after breast cancer surgery following recommended pre and postoperative physical activity: (PhysSURG-B) randomized clinical trial
","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85102228231&doi=10.1093%2fbjs%2fznaa007&partnerID=40&md5=fd184a3e27a9cc75629edcbcaffe53dc
",NA,Not pilot study,No,No,Abdominal Surgery,Europe,400,NA,NA,No,na,No,No,No,0.8,Mean,NA,NA,Protocol unpublished,No,NA, ,NA,10.1093/bjs/znaa007,2021,CCI non-primary endpoint,No,Yes,No,Yes,No,"A sample size estimation was performed using the first 100 evaluable patients. This preplanned interim analysis was conducted by an independent committee that was unaware of the group allocation, and showed a 9 per cent difference in the primary endpoint between the two groups (88 versus 97 per cent). This was considered to be a true difference that was important to detect (if present), and for a two-sided test with 5 per cent significance, a total of 314 patients (157 evaluable patients per group) would yield a power of 80 per cent. Considering a detected drop-out frequency of 8 per cent, the study aimed to include 400 patients. (physical recovery 4 weeks)",No,Not mentioned,NA,NA
UMIN000013823,Publication,8691,"Glucocorticoid use and ischemia-reperfusion injury in laparoscopic liver resection: Randomized controlled trial
","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85083539150&doi=10.1002%2fags3.12298&partnerID=40&md5=03ef26294f719d2de60f32ddbc72075a
",NA,Not pilot study,No,No,Abdominal Surgery,Asia,124,NA,NA,No,"Modifikation mit unklar, aber ""Major morbidity was defined as CCI ≥26.2."" und dann major morbidity für eine Gruppe mit 10 und für die andere mit 18% angegben, der CCI in der einen Gruppe soll aber 0 (0-14.4) und in der anderen 0 (0-0) gewesen sein.",Yes,No,No,0,Median,NA,NA,"No protocol,registry",No,NA,NA,NA,10.1002/ags3.12298,2020,CCI non-primary endpoint,No,Yes,No,Yes,No,"Based on our institutional data on LLR, we expected a standard deviation of the maximum total bilirubin level of 0.5 mg/dL. Sample size was calculated to detect a difference in total bilirubin level of 0.3 mg/dL,15 with type I error set at 0.05 (two‐sided), power at 0.80, and allocation ratio at 1:1. With these parameters, a sample size of 90 patients was required. Considering a rate of loss to follow up (including an impossible or unnecessary Pringle maneuver) of 30%, 130 patients were set as the target for enrolment.",No,Not mentioned,NA,NA
ChiCTR1900021158,Publication,8922,"A randomized-controlled trial of ischemia-free liver transplantation for end-stage liver disease
","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85159281384&doi=10.1016%2fj.jhep.2023.04.010&partnerID=40&md5=0f00258716816fcfcd59b06eb7a4901d
",NA,Not pilot study,No,No,Transplant,Asia,68,NA,NA,No,na,Yes,Yes,No,NA,Mean,NA,NA,Protocol published,No,NA,NA,NA,10.1016/j.jhep.2023.04.010,2023,CCI non-primary endpoint,No,Yes,No,Yes,No,"he sample size calculation was based on our pilot study.12 We assumed an incidence of EAD of 10% in the IFLT group and 40% in the CLT group. With a power of 80% (1-β) and significance level (α, two-sided) of 5%, we calculated that 32 patients were required for each arm. With the possibility that organs may be discarded, we increased the sample size by 5%. Ultimately, we planned to enroll a total of 68 patients (34 patients in each group).",No,Not mentioned,NA,NA
NCT01818375,Publication,9151,"Goal-directed Fluid Therapy Does Not Reduce Primary Postoperative Ileus after Elective Laparoscopic Colorectal Surgery: A Randomized Controlled Trial
","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85020932811&doi=10.1097%2fALN.0000000000001663&partnerID=40&md5=0c5ff1ad9a6a9f8993995e635764e14b
",NA,Not pilot study,No,No,"ICU,Anesthesiology",North America,135,NA,NA,No,na,No,No,No,0,Median,NA,NA,"No protocol,registry",No,NA, ,NA,10.1097/ALN.0000000000001663,2017,CCI non-primary endpoint,No,Yes,No,Yes,No,"Based on 40% incidence of primary postoperative ileus observed in 114 patients who underwent elective colorectal surgery in the context of an Enhanced Recovery After Surgery program at the Montreal General Hospital, by using the same criteria previously described, a power analysis indicated that a sample size of 64 patients in each group was required to show a 50% primary postoperative ileus reduction in patients treated with goal-directed fluid therapy (one-sided Student’s t test), with a power of 0.8 and a type 1 error (α) = 0.05. The hypothesis that goal-directed fluid therapy would reduce to 20% the incidence of primary postoperative ileus was based on the observation that in 2012, the incidence of primary postoperative ileus at our institution was higher (40%) than that reported in other centers,42 despite a well-established Enhanced Recovery After Surgery program that included several perioperative interventions shown to accelerate the bowel recovery (e.g., selective use of mechanical bowel preparation, carbohydrate-rich beverage, early feeding, laparoscopic surgery, epidural, chewing gum, opioid-sparing strategies, and others). At that time, perioperative fluid management was the only element that was not standardized. We therefore hypothesized that goal-directed fluid therapy, by administering intravenous fluids based on more objective measures of hypovolemia, would significantly reduce the incidence of primary postoperative ileus.",No,Not mentioned,NA,NA
NCT02746731,Publication,9217,"Prehabilitation in patients undergoing colorectal surgery fails to confer reduction in overall morbidity: results of a single-center, blinded, randomized controlled trial
","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85123919498&doi=10.1007%2fs00423-022-02449-0&partnerID=40&md5=1a97bb3b40953124d8ebf9224f074884
",NA,Not pilot study,No,No,Abdominal Surgery,Europe,112,NA,Yes,No,na,No,No,No,3,Mean,NA,Neutral,Protocol published,No,NA, ,NA,10.1007/s00423-022-02449-0,2022,CCI primary endpoint,Yes,No,No,Yes,Yes,"Based on an expected mean of CCI® of 10 (SD 5) in patients undergoing colorectal surgery (group of the Cantonal Hospital Winterthur), we anticipated that preoperative physical prehabilitation may decrease the CCI® by 25% [15, 18] (alpha-error: 0.05, power (1-b): 0.8, 2-sided test). A reduction of complications and CCI® by at least 25% was agreed to be a clinically relevant endpoint. Thus, the treatment group mean was set at 7.5 and the standard deviation was adjusted accordingly (SD 3.75) [16]. The number of patients was assessed to be 51 in each randomized group. Considering a putative dropout rate of 10%, we determined that a sample size of 56 patients per randomized group (total: n = 112) would be required.",No,Not mentioned,NA,NA
NCT01516710,Publication,9596,"Laparoscopic Versus Open Resection for Colorectal Liver Metastases
","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85021430201&doi=10.1097%2fSLA.0000000000002353&partnerID=40&md5=530cb036fd7669db026611d7b560406b
",NA,Not pilot study,No,No,Abdominal Surgery,Europe,280,"only postoperative complications within 30 days (Accordion grade 2 or higher) (in protocol 2 different classifications). results: difference of 12 percentage points (95% CI 1.67–21.8; P = 0.021).  CCI in results was statistically significant (difference of 4.1 points, 95% CI 0.6–7.5, P = 0.021)",NA,Yes,1,Yes,Yes,No,4.1,Mean,NA,NA,Protocol published,No,NA, ,NA,10.1097/SLA.0000000000002353,2018,CCI non-primary endpoint,No,Yes,No,Yes,No,"Based on data from our department, we anticipated a complication rate of 27% in the open-surgery group and estimated a potential reduction to 13% in the laparoscopic-surgery group.1 To show this difference, or a larger one, with a 95% confidence interval (CI) and 80% power of the superiority test, a sample of 254 patients would be needed. We expected a 10% drop-out rate and planned to include 280 patients.",Yes,Superiority trial (explicited),NA,NA
NCT02131844,Publication,9679,"Ensuring Early Mobilization Within an Enhanced Recovery Program for Colorectal Surgery
","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85006508359&doi=10.1097%2fSLA.0000000000002114&partnerID=40&md5=3212cd48325ecc4e916a3835fe90916f
",NA,Not pilot study,No,No,Abdominal Surgery,North America,100,NA,NA,No,na,No,No,No,0,Median,NA,NA,Protocol unpublished,No,NA,NA,NA,10.1097/SLA.0000000000002114,2017,CCI non-primary endpoint,No,Yes,No,Yes,No,"The proportion of patients returning to preoperative levels of functional walking capacity at 4 weeks after colorectal surgery is approximately 45%.7,34 A sample of 42 patients per group was considered sufficient to detect a 30% increase in this proportion for α = 0.05 and ß = 80%. It was consensus among the investigators that an absolute increase of this magnitude would be clinically meaningful. Similar effect sizes have been observed in studies using exercise interventions in this population (OR>3.0).7,34 A sample of 100 patients was targeted to account for a possible increase in data variance due to imputation of missing data.",No,Not mentioned,NA,NA
NCT03862612,Publication,9680,"Comparing erector spinae plane block with serratus anterior plane block for minimally invasive thoracic surgery: a randomised clinical trial
","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85087790131&doi=10.1016%2fj.bja.2020.06.020&partnerID=40&md5=0dea145d96cc0b677483e48257f8aa22
",NA,Not pilot study,No,No,"ICU,Anesthesiology",Europe,60,NA,NA,No,na,Yes,Yes,No,3,Median,NA,NA,"No protocol,registry",No,NA, ,NA,10.1016/j.bja.2020.06.020,2020,CCI non-primary endpoint,No,Yes,No,No,NA,NA,Yes,Superiority trial (explicited),NA,NA
NCT04370951,Publication,9681,"A randomised trial of bilateral erector spinae plane block vs. no block for thoracolumbar decompressive spinal surgery
","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85104511967&doi=10.1111%2fanae.15488&partnerID=40&md5=333d0a284b4b86318352ac38bf63be3f
",NA,Not pilot study,No,No,"ICU,Anesthesiology",Europe,60,NA,NA,No,na,Yes,No,No,0,Median,NA,NA,"No protocol,registry",No,NA,NA,NA,10.1111/anae.15488,2021,CCI non-primary endpoint,No,Yes,No,No,NA,nm,No,Not mentioned,NA,NA
na,Publication,9717,"Multimodal Prehabilitation for Lung Cancer Surgery: A Randomized Controlled Trial
","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85103194324&doi=10.1016%2fj.athoracsur.2020.11.022&partnerID=40&md5=eca2140e1f3cb660e1ee9e61f06d155c
",NA,Not pilot study,No,No,"ICU,Anesthesiology",North America,124,NA,NA,No,na,No,No,No,0,Median,NA,NA,"No protocol,registry",No,NA,NA,NA,10.1016/j.athoracsur.2020.11.022,2021,CCI non-primary endpoint,No,Yes,No,Yes,No,"In view of missing data from previous publications using a similar design, the sample size calculation was based on 2 previous studies in colorectal cancer surgery performed at our institution. We assumed that the average 8-week 6MWT in the REHAB group would be 25 (SD, 66) m lower than baseline, compared with 35 (SD, 68) m above baseline in the PREHAB group.24,25 A sample size of 60 participants completing all preoperative and postoperative assessments, 30 per group, was initially estimated to detect these differences with a power of 80%, and a 2-tailed α level of 0.05. This calculation was revised, however, and the sample was increased to 124 participants to account for potential preoperative exclusions (eg, surgery not performed).",No,Not mentioned,NA,NA
NCT05401188,Publication,9962,"Outpatient management of acute uncomplicated appendicitis after laparoscopic appendectomy: a randomized controlled trial
","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85142422003&doi=10.1186%2fs13017-022-00465-5&partnerID=40&md5=a88c6c0622ba32a93129201c47a915c0
",NA,Not pilot study,No,No,Abdominal Surgery,Europe,97,NA,NA,No,na,Yes,Yes,No,1.14,NA,NA,NA,"No protocol,registry",No,NA, ,NA,10.1186/s13017-022-00465-5,2022,CCI non-primary endpoint,No,Yes,No,Yes,No,"In the hospital reference population, the median of LOS was 2.75 days (SE 0.42), according to a previous review of cases of AA, admitted to the hospital between 2015 and 2018. The population sample was calculated using Stata®, based on a 5%-α and 10% β-risks. In the sample calculation, at least 92 patients were needed to reach study power. A dropout rate of approximately 30% was assumed, and 28 patients were added to the sample size. Based on this, to detect a reduction in hospital stay which meets the requirements for surgery without admission (contemplated up to a maximum of 23 h, or what is the same as 0.95 days), a total of 120 patients was assigned (a total of 60 patients per group). An analysis was conducted, with the exclusion of patients in whom AA diagnosis was incorrect or in whom no exclusion criteria were met (it was decided before any analysis by the data monitoring committee whose members did not know the treatment assignments).",No,Not mentioned,NA,NA
na,Publication,9963,"Randomised clinical trial to test the phenolization in sacrococcygeal pilonidal disease
","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85147268430&doi=10.1111%2fiwj.14096&partnerID=40&md5=ebfaa00934d156121921fc131e538edb
",NA,Not pilot study,No,No,Abdominal Surgery,Europe,124,NA,NA,No,na,No,Yes,No,1.14,NA,NA,NA,"No protocol,registry",No,NA,NA,NA,10.1111/iwj.14096,2023,CCI non-primary endpoint,No,Yes,No,Yes,No,"In literature, the risk of recurrence of Pilonidal disease after surgical management was 7.5% (with a median follow-up of 584.4 days, or 1.6 years).13 The population sample was calculated using Stata, based on an 5%-α and 10% β-risks. A sample size and power statistic of a one-sample proportion equivalence z test were used. Based on this, to detect a non-inferiority technic (the risk of recurrence of Pilonidal disease after surgical management was 7.5%), a total of 62 patients per group were assigned. A noninferiority analysis was conducted.
",No,Not mentioned,NA,NA
NCT01865071,Publication,9984,"Early versus late reversal of diverting loop ileostomy in rectal cancer surgery: a multicentre randomized controlled trial
","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85152100678&doi=10.1038%2fs41598-023-33006-4&partnerID=40&md5=0f93a5ca24dce164816a96f67df18d43
",NA,Not pilot study,No,No,Other disciplines with invasive procedures,Europe,2141,"90-d mortality, did not mention it in RCT results (2 deaths in table)",Yes,No,na,No,No,No,0.9,NA,NA,Neutral,"No protocol,registry",No,NA," protocol: RATE of complications as primary EP, in study morbidity measured by CCI",NA,10.1038/s41598-023-33006-4,2023,CCI primary endpoint,Yes,Yes,No,Yes,No,"The trial period was prolonged by 2 years, as the inclusion rate was slower than anticipated and due to different times of start-up in the participating centres. The initial power calculation was based on the assumption of a 5% complication rate in the early stoma reversal group and 30% in the late stoma reversal group. With a power of 80% and a 5% significance level, 75 patients in each group would be required (nQuery Advisor 6.01; GraphPad Software DBA Statistical Solutions, San Diego, USA). As we expected that at least 25% would have to be excluded because of operative deviation from the planned LAR with a diverting ileostomy or other reasons, at least 200 patients were needed.",No,Not mentioned,NA,NA
ACTRN12618001261202,Publication,10101,"Impact of STIMUlant and osmotic LAXatives (STIMULAX trial) on gastrointestinal recovery after colorectal surgery: randomized clinical trial
","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85107420132&doi=10.1093%2fbjs%2fznab140&partnerID=40&md5=368cb0bb247920bd8c438d1a78407067
",NA,Not pilot study,No,No,Abdominal Surgery,Australia/ New Zealand,170,NA,NA,No,1,Yes,No,Yes,12.2,Median,NA,NA,"No protocol,registry",No,NA, ,NA,10.1093/bjs/znab140,2021,CCI non-primary endpoint,No,Yes,No,Yes,No,"A power calculation was carried out a priori using G*Power 3.1© (Franz Faul, Universitat Kiel, Germany) and data from the ALCCaS (Australian Laparoscopic Colon Cancer Surgical) trial, which showed a mean(s.d.) interval of 4.65(2.15) days before the first bowel motion after elective colorectal surgery in both groups30. Using this as a surrogate marker for GI-2, it was estimated that, if therapeutically active, stimulant and osmotic laxatives may reduce this by 1 day to 3.65 days, representing a clinically significant change. To detect this 22 per cent difference with an allocation ratio of 1 : 1, an α error of 0.05, β error of 0.2, and power of 0.8, a minimum of 64 patients would be required in each arm. To account for possible attrition, withdrawals, and protocol violations, a recruitment target of 85 patients in each arm was set",No,Not mentioned,NA,NA
NL5946,Publication,10427,"2 days versus 5 days of postoperative antibiotics for complex appendicitis: a pragmatic, open-label, multicentre, non-inferiority randomised trial
","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85147372513&doi=10.1016%2fS0140-6736%2822%2902588-0&partnerID=40&md5=c98423d202ae465195d329adf568434d
",NA,Not pilot study,No,No,Abdominal Surgery,Europe,1066,NA,NA,No,na,Yes,No,No,0,Median,NA,NA,Protocol published,No,NA,non-inferiority,NA,10.1016/S0140-6736(22)02588-0,2023,CCI non-primary endpoint,No,Yes,No,Yes,No,"We did a power analysis using simulation, based on a one-sided 97·5% confidence interval for the effect (absolute risk difference in primary endpoint, adjusted for severity of disease and age) of the trial group. To obtain a power of 90% to establish non-inferiority under the assumptions listed above, 960 patients were needed (480 per trial arm). To account for possible effects of dropout and missing data in 10% of patients, 1066 patients needed to be included.",Yes,Non-inferiority trial (explicited),Yes,"For the primary endpoint, we assessed non-inferiority of the 2-day course using a one-sided 97·5% CI for the effect of the study group (absolute risk difference). This CI was adjusted for the effects of severity of disease (absence vs presence of perforation or abscess) and age (age below vs above the median age of the trial population) as one categorical covariate, with the method proposed by Klingenberg for the Mantel-Haenszel common risk difference.38, 39 A forest plot was created to show the absolute risk difference and adjusted CIs broken down by age, severity of appendicitis, and surgical approach.21 In addition, we did logistic regression analysis to identify predictor"
NCT01287637,Publication,10575,"Early closure of a temporary ileostomy in patients with rectal cancer: A multicenter randomized controlled trial
","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84975468328&doi=10.1097%2fSLA.0000000000001829&partnerID=40&md5=d7d13decbce6e0745a3ab4a51d7c36c7
",NA,Not pilot study,No,No,Gastroenterology,Europe,127,NA,NA,No,na,NA,Yes,Yes,15.7,Median,NA,NA,Protocol published,No,NA,NA,NA,10.1097/SLA.0000000000001829,2017,CCI non-primary endpoint,No,Yes,No,Yes,No,"The study protocol specified 72 evaluable patients per group to have 80% power to detect a 66% reduction in the risk of complications.15 Because of slow enrollment, fewer evaluable patients were reached and before data analysis a re-calculation was performed. With 60 evaluable patients per group we would have 80% power to detect a 62.5% reduction in the annual mean number of complications using a 2-sided test with 5% significance level and assuming a mean complication rate of 0.45 in the control group.",No,Not mentioned,NA,NA
NCT03055676,Publication,10595,"Early Drain Removal is Safe in Patients With Low or Intermediate Risk of Pancreatic Fistula After Pancreaticoduodenectomy: A Multicenter, Randomized Controlled Trial
","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85118335868&doi=10.1097%2fSLA.0000000000004992&partnerID=40&md5=eb7aa9a311cc6a04f68d8ab055315f2c
",NA,Not pilot study,No,No,Abdominal Surgery,Asia,312,NA,NA,No,na,No,No,No,0,Median,NA,NA,"No protocol,registry",No,NA,NA,NA,10.1097/SLA.0000000000004992,2022,CCI non-primary endpoint,No,Yes,No,Yes,No,"Previously, we conducted a single-center RCT in Peking Union Medical College Hospital, following the same inclusion and exclusion criteria of drainage tube management during September 2014 to July 2018. The interim data analysis in December 2016, showed that EDR could reduce grade 2 to 4 complications by approximately 12%, which was confirmed by the final results.11 This multicenter RCT was designed and registered on Clinicaltrial.org in January 2017. The expected probability of grade 2 to 4 complication was 20% in the RDR group. With a type I error of 0.05 at a 2-sided level, we calculated that a total of 302 patients was required to detect a reduction in the incidence of grade 2 to 4 complications in the EDR group of 8% with a power of 0.85. This study began to recruit patients in February 2017",Yes,Superiority trial (explicited),NA,NA
NCT03124641,Publication,10627,"Hypothermic Oxygenated Machine Perfusion Reduces Early Allograft Injury and Improves Post-transplant Outcomes in Extended Criteria Donation Liver Transplantation From Donation After Brain Death: Results From a Multicenter Randomized Controlled Trial (HOPE ECD-DBD)
","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85115796310&doi=10.1097%2fSLA.0000000000005110&partnerID=40&md5=af5c5c79c0dca414c58beb9dd4700057
",NA,Not pilot study,No,No,Transplant,Europe,46,NA,NA,No,na,Yes,Yes,Yes,20,Median,NA,NA,Protocol published,No,NA,NA,NA,10.1097/SLA.0000000000005110,2021,CCI non-primary endpoint,No,Yes,No,Yes,No,"The trial was designed to detect a significant difference in early allograft injury assessing the peak level of serum ALT within 1 week after LT as the primary endpoint as described previously in the HOPE ECD-DBD study protocol.11 Sample size estimation was performed using the G∗Power software (Version 3.1.9.6, Heinrich-Heine-University, Dusseldorf, Germany) for the primary endpoint. The nonrandomized DBD trial of Guarrera et al demonstrated the mean peak ALT following SCS to be 1358 IU/mL.18 Presuming a comparable 59% (ALT) to 65% (AST) reduction in mean peak transaminase levels following machine perfusion treatment and on the basis of a power of 80%, a 5% significance level for two-sided testing in two independent groups as well as a 15% drop-out rate or invalid data, we arrived at a sample size of 23 patients per group (Σn = 46).",Yes,Superiority trial (explicited),NA,NA
NCT01694238,Publication,10724,"Methods of Colostomy Construction: No Effect on Parastomal Hernia Rate: Results from Stoma-const - A Randomized Controlled Trial
","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85088789395&doi=10.1097%2fSLA.0000000000003843&partnerID=40&md5=cf04ce8974639cdecbc96300d7bc6732
",NA,Not pilot study,No,No,Abdominal Surgery,Europe,209,NA,NA,No,na,No,NA,No,4.3,Median,NA,NA,"No protocol,registry",No,NA,NA,NA,10.1097/SLA.0000000000003843,2021,CCI non-primary endpoint,No,Yes,No,Yes,No,"With 62 evaluable patients per group, a true difference of 20% would be detected with 80% power with a 2-sided test using normal approximation of binomial distribution, with 5% significance level, assuming true annual incidences of parastomal hernia incidence of 30% after cruciate incision and 10% after circular incision or reinforcement with mesh. Assuming a dropout rate of 20%, the aim was to randomize up to a total of 240 patients. The dropout rate was; however, lower than anticipated, and the trial was stopped when it was estimated that the required number of evaluable patients was reached; 62 in each group.",No,Not mentioned,NA,NA
 NCT037812016,Publication,11250,"Negative-pressure wound therapy after stoma reversal in colorectal surgery: a randomized controlled trial
","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85122772030&doi=10.1093%2fbjsopen%2fzrab116&partnerID=40&md5=1e451385bb7fb04afa4d2bef750d73d2
",NA,Not pilot study,No,No,Abdominal Surgery,Europe,100,NA,NA,Yes,"CCI, CCI for patients with complications",No,NA,NA,NA,NA,NA,NA,Protocol unpublished,No,NA,NA,NA,10.1093/bjsopen/zrab116,2021,CCI non-primary endpoint,No,Yes,No,Yes,No,"The incidence of wound complications and infections among patients undergoing stoma closure is about 33 per cent1,4. SSIs were defined as ‘infections of the incision or organ or space that occurred after surgery’21. Previous studies on the use of NPWT devices in colorectal surgery reported a reduction in closed-wound complications of 65–70 per cent23,24. A sample size of 94 patients, including 47 patients per arm, was needed to achieve 80 per cent power with α equal to 0.05, considering a reduction of wound complications of 70 per cent in the interventional arm. The sample size was increased to 100 patients—50 per arm—estimating a 5 per cent loss to follow-up.",Yes,Superiority trial (explicited),NA,NA
ISRCTN02466810,Publication,11372,"Pre-operative oral nutritional supplementation with dietary advice versus dietary advice alone in weight-losing patients with colorectal cancer: single-blind randomized controlled trial
","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85010868174&doi=10.1002%2fjcsm.12170&partnerID=40&md5=1b6e4ce94ae4e0e8cce0613372c49c4c
",NA,Not pilot study,No,No,Other disciplines with invasive procedures,Europe,101,NA,NA,No,na,Yes,No,No,0,Median,NA,NA,"No protocol,registry",No,NA,NA,NA,10.1002/jcsm.12170,2017,CCI non-primary endpoint,No,Yes,No,Yes,No,"We calculated that 88 patients needed to complete the trial (44 in each arm) to meet the number required to detect a difference in infective complications (chest and SSI defined by CDC definitions21) using 80% power, alpha = 0.05 (based on p1 = 0.26 and p2 = 0.54 on one-sided significance using χ2 test of equal proportions).17 We allowed for 12% dropout or non-completion and recruited 101 patients.",No,Not mentioned,NA,NA
